-0.3146789	-0.04855887	-0.3325815	-0.2840557	-0.33235762	-0.34582368	-0.34867218	-0.27145502	-0.28676578	-0.308291	0.32589442	0.3411935	0.31417173	0.2993624	0.2978976	0.30788544
-0.108783625	-0.4183713	-0.11687769	-0.11673267	-0.06785388	-0.079747096	-0.073804855	-0.09208677	-0.08483001	-0.15166335	0.05361173	0.030286564	0.073552325	0.10614374	0.09523596	0.10616465
0.18419354	-0.220169	0.14472722	0.17371315	0.19410901	0.09530508	0.18290122	0.14139213	0.14924745	0.1550026	-0.16719304	-0.09499679	-0.1159251	-0.21372074	-0.13958684	-0.170818
-0.13118178	-0.1687126	-0.15175383	-0.1741006	-0.12635419	-0.15458143	-0.20348184	-0.15428734	-0.17155345	-0.19698153	0.17914963	0.20403412	0.17920996	0.116750196	0.114106886	0.17601141
-0.5894779	-0.46727586	-0.5128099	-0.6747457	-0.5978718	-0.54267937	-0.52802	-0.6875654	-0.52753997	-0.7394791	0.6312588	0.50109154	0.52414805	0.7164468	0.51356465	0.492398
0.08072261	-0.5828783	0.1805635	0.14457035	0.07103718	0.10534262	0.14841104	0.04203707	0.14341179	0.045102797	-0.10166726	-0.110419095	-0.1707694	-0.15332972	-0.11856631	-0.14050844
0.16854855	0.11013117	0.15316272	0.20909788	0.2102747	0.16301247	0.20727007	0.24776483	0.10326606	0.2126924	-0.17944244	-0.15745656	-0.18564826	-0.2162623	-0.1655052	-0.17843199
-0.24702804	-0.112870805	-0.24357493	-0.25850654	-0.29952958	-0.22501011	-0.21146177	-0.34210038	-0.19336155	-0.33332124	0.23782423	0.23565862	0.21149471	0.3287623	0.21720777	0.18496361
-0.3427585	-0.46022588	-0.27167207	-0.27810735	-0.33172983	-0.29685745	-0.30703276	-0.34171638	-0.23111135	-0.36857876	0.29895902	0.23006609	0.29737362	0.21244831	0.2723807	0.27904096
0.26982006	0.16631809	0.17436829	0.23733895	0.23188488	0.19393231	0.19538078	0.28511605	0.20807377	0.23928483	-0.26597407	-0.2387099	-0.18264699	-0.17520532	-0.21012247	-0.23303314
-0.11257189	-0.36402273	-0.0480621	-0.13444097	-0.11647143	-0.055794023	-0.12364808	-0.209792	-0.060308974	-0.19294775	0.079009436	0.036938176	0.10960993	0.14833184	0.113743916	0.03200373
-0.278815	0.8292228	-0.18199584	-0.2673471	-0.2476613	-0.17660546	-0.26728046	-0.31483445	-0.2120624	-0.3060816	0.24279132	0.19385393	0.22751069	0.49043033	0.24219707	0.20128235
-0.0829217	0.13789389	-0.033086423	-0.072850645	-0.04507845	-0.032258634	-0.04709478	-0.020464947	-0.085140444	-0.04712581	0.07228161	0.013158491	0.070913225	0.037008252	0.021502543	0.001741895
0.45889845	0.10669394	0.38781807	0.4686296	0.40865213	0.33331347	0.4063447	0.50903255	0.37347874	0.51806617	-0.39056906	-0.30183917	-0.34858268	-0.45741162	-0.37700358	-0.4099634
-0.57344455	0.8589987	-0.57671064	-0.552362	-0.6103564	-0.5816386	-0.55624694	-0.6538289	-0.5937225	-0.6406777	0.5421875	0.5454269	0.50020194	0.78170997	0.5424748	0.5502839
0.1516339	0.18615024	0.09974633	0.21767373	0.17974754	0.12554882	0.13195568	0.18275052	0.1443077	0.1517702	-0.15420365	-0.1789025	-0.17759272	-0.15155819	-0.10920966	-0.13684726
0.1524689	0.074231	0.11441836	0.14499518	0.17174363	0.20328708	0.17322008	0.24702612	0.18567353	0.1858622	-0.2241905	-0.131029	-0.18171152	-0.16452928	-0.19993585	-0.11432052
0.4861084	0.12532814	0.51053804	0.50444585	0.48098293	0.46905345	0.5066468	0.51136935	0.4760083	0.55358964	-0.47436062	-0.4598636	-0.43006346	-0.44368306	-0.5406987	-0.4748169
0.19680081	-0.22139235	0.16025291	0.22014701	0.2626946	0.15844691	0.21323475	0.22887091	0.19609463	0.29750925	-0.16148101	-0.17799965	-0.13451031	-0.26731864	-0.22520493	-0.20539428
-0.21175854	-0.4072742	-0.085925214	-0.20225534	-0.2153966	-0.08048346	-0.1512277	-0.28156182	-0.13419762	-0.27380908	0.22469227	0.1156421	0.05693043	0.3519325	0.19415328	0.16863242
0.4566122	0.24105681	0.39724502	0.4767465	0.47873083	0.37032157	0.47127587	0.56904376	0.43425378	0.5803939	-0.51195854	-0.37516284	-0.3862674	-0.55708957	-0.43796244	-0.41804636
